"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"457","R","2023",1,"733",11,2,4,360,14,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",11,3,4,360,12,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",11,4,4,360,10,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",12,1,4,451,3,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",12,2,4,451,1,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",12,3,4,451,2,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",12,4,4,451,3,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",13,1,5,532,18,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",13,2,5,532,15,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",13,3,5,532,17,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",13,4,5,532,18,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",14,1,4,452,1,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",14,2,4,452,6,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",14,3,4,452,4,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",14,4,4,452,2,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",15,1,3,155,7,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",15,2,3,155,10,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",15,3,3,155,9,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",15,4,3,155,7,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",16,1,4,515,2,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",16,2,4,515,5,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",16,3,4,515,3,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",16,4,4,515,1,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",17,1,4,386,11,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",17,2,4,386,13,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",17,3,4,386,15,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",17,4,4,386,9,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",18,1,4,458,10,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",18,2,4,458,3,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",18,3,4,458,5,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",18,4,4,458,10,0,0,0,0,0,0,0,0,0
